EmpleadoID,Sector,Fecha,Proyecto,Producto,Inspecciones,NoConformes,UnidadesEntregadas
341,Perforación,2024-01-10,Refinería VacaMuerta,Tubería,23,5,69
341,Perforación,2024-12-01,Oleoducto Andino,Filtro,18,2,36
342,Perforación,2024-11-04,Oleoducto Andino,Tubería,30,6,90
342,Perforación,2024-04-09,Oleoducto Andino,Tanque,17,4,51
342,Perforación,2024-08-15,Planta Separadora,Bomba,29,2,145
343,Mantenimiento,2024-06-07,Planta Separadora,Tanque,10,1,50
343,Mantenimiento,2024-11-06,Planta Eléctrica Loma,Tanque,22,2,66
344,Seguridad,2024-06-20,Oleoducto Andino,Tanque,20,5,80
344,Seguridad,2024-07-07,Gasoducto Sur,Válvula,20,4,60
344,Seguridad,2024-01-20,Planta Separadora,Tubería,24,0,96
344,Seguridad,2024-04-07,Planta Separadora,Bomba,22,4,88
344,Seguridad,2024-04-22,Gasoducto Sur,Tanque,23,2,69
345,Producción,2024-11-24,Oleoducto Andino,Válvula,16,0,80
345,Producción,2024-04-02,Refinería VacaMuerta,Tubería,21,0,105
346,Producción,2024-06-24,Planta Separadora,Válvula,14,2,42
346,Producción,2024-01-14,Planta Eléctrica Loma,Válvula,25,7,100
346,Producción,2024-04-06,Refinería VacaMuerta,Tubería,21,5,84
346,Producción,2024-04-08,Refinería VacaMuerta,Bomba,28,6,56
347,Perforación,2024-03-02,Gasoducto Sur,Bomba,26,5,78
347,Perforación,2024-05-22,Refinería VacaMuerta,Válvula,25,3,125
347,Perforación,2024-08-07,Oleoducto Andino,Filtro,21,4,42
347,Perforación,2024-04-12,Refinería VacaMuerta,Válvula,15,0,45
348,Logística,2024-05-06,Gasoducto Sur,Válvula,6,1,24
348,Logística,2024-09-14,Planta Eléctrica Loma,Filtro,10,2,20
348,Logística,2024-04-19,Refinería VacaMuerta,Válvula,15,2,30
349,Mantenimiento,2024-07-12,Planta Eléctrica Loma,Bomba,26,8,104
349,Mantenimiento,2024-01-22,Oleoducto Andino,Filtro,28,2,112
349,Mantenimiento,2024-09-14,Oleoducto Andino,Tubería,6,1,12
349,Mantenimiento,2024-02-26,Gasoducto Sur,Tanque,16,5,80
350,Producción,2024-05-07,Planta Eléctrica Loma,Filtro,20,2,80
350,Producción,2024-11-15,Planta Separadora,Válvula,15,4,45
350,Producción,2024-02-24,Gasoducto Sur,Tubería,28,2,112
350,Producción,2024-11-21,Planta Separadora,Válvula,29,2,145
350,Producción,2024-12-24,Planta Separadora,Tanque,19,3,57
351,Perforación,2024-05-03,Gasoducto Sur,Tanque,12,1,60
351,Perforación,2024-07-27,Oleoducto Andino,Tanque,23,7,69
351,Perforación,2024-12-10,Refinería VacaMuerta,Válvula,12,1,48
352,Seguridad,2024-08-12,Gasoducto Sur,Válvula,15,0,60
352,Seguridad,2024-10-10,Planta Eléctrica Loma,Bomba,16,5,32
352,Seguridad,2024-07-09,Planta Eléctrica Loma,Bomba,13,4,65
352,Seguridad,2024-12-05,Refinería VacaMuerta,Válvula,29,0,116
353,Seguridad,2024-09-13,Oleoducto Andino,Tubería,21,3,105
353,Seguridad,2024-04-20,Planta Separadora,Bomba,26,0,52
353,Seguridad,2024-03-18,Refinería VacaMuerta,Bomba,10,0,30
353,Seguridad,2024-11-20,Refinería VacaMuerta,Tubería,7,1,35
354,Mantenimiento,2024-05-27,Gasoducto Sur,Tanque,24,4,120
354,Mantenimiento,2024-08-19,Oleoducto Andino,Bomba,26,4,104
354,Mantenimiento,2024-02-18,Refinería VacaMuerta,Bomba,22,3,88
354,Mantenimiento,2024-04-11,Refinería VacaMuerta,Tubería,15,4,30
354,Mantenimiento,2024-06-27,Gasoducto Sur,Tubería,17,0,51
355,Logística,2024-03-20,Oleoducto Andino,Válvula,20,5,100
355,Logística,2024-04-07,Gasoducto Sur,Válvula,14,0,70
355,Logística,2024-01-18,Refinería VacaMuerta,Filtro,29,7,87
355,Logística,2024-02-25,Gasoducto Sur,Tanque,17,3,85
356,Logística,2024-01-15,Oleoducto Andino,Tanque,19,3,57
356,Logística,2024-09-27,Planta Separadora,Filtro,30,8,120
356,Logística,2024-07-23,Planta Eléctrica Loma,Bomba,7,1,14
356,Logística,2024-11-03,Planta Separadora,Tubería,30,5,120
357,Seguridad,2024-09-27,Oleoducto Andino,Filtro,22,6,110
357,Seguridad,2024-07-03,Planta Separadora,Tanque,24,0,120
357,Seguridad,2024-09-09,Oleoducto Andino,Tanque,11,0,44
357,Seguridad,2024-01-18,Gasoducto Sur,Tubería,26,0,78
357,Seguridad,2024-06-18,Planta Eléctrica Loma,Filtro,8,2,32
358,Seguridad,2024-02-02,Gasoducto Sur,Tanque,14,1,70
358,Seguridad,2024-10-11,Oleoducto Andino,Tanque,25,6,50
358,Seguridad,2024-05-20,Gasoducto Sur,Tubería,9,2,36
359,Producción,2024-11-10,Gasoducto Sur,Válvula,15,2,30
359,Producción,2024-04-04,Planta Separadora,Válvula,28,5,84
359,Producción,2024-05-27,Planta Separadora,Bomba,23,2,92
359,Producción,2024-05-03,Gasoducto Sur,Válvula,18,0,54
359,Producción,2024-05-25,Planta Eléctrica Loma,Tanque,25,3,100
360,Perforación,2024-07-11,Planta Eléctrica Loma,Filtro,8,2,16
360,Perforación,2024-07-25,Refinería VacaMuerta,Bomba,18,3,72
360,Perforación,2024-06-02,Oleoducto Andino,Bomba,24,8,120
360,Perforación,2024-07-24,Refinería VacaMuerta,Bomba,10,0,40
360,Perforación,2024-02-27,Refinería VacaMuerta,Tanque,17,2,68
361,Perforación,2024-10-15,Planta Separadora,Tubería,16,4,80
361,Perforación,2024-05-26,Oleoducto Andino,Válvula,12,4,24
361,Perforación,2024-10-21,Planta Separadora,Filtro,30,1,60
362,Logística,2024-04-05,Oleoducto Andino,Bomba,10,2,40
362,Logística,2024-06-16,Refinería VacaMuerta,Bomba,10,2,20
362,Logística,2024-09-09,Planta Eléctrica Loma,Filtro,12,3,60
363,Seguridad,2024-07-06,Refinería VacaMuerta,Válvula,19,1,76
363,Seguridad,2024-03-24,Oleoducto Andino,Válvula,15,1,60
363,Seguridad,2024-02-09,Oleoducto Andino,Válvula,20,3,100
364,Perforación,2024-07-12,Planta Separadora,Bomba,21,4,63
364,Perforación,2024-06-10,Planta Eléctrica Loma,Filtro,14,1,56
364,Perforación,2024-01-26,Refinería VacaMuerta,Tubería,5,0,25
365,Mantenimiento,2024-04-10,Oleoducto Andino,Válvula,16,5,32
365,Mantenimiento,2024-07-27,Planta Eléctrica Loma,Bomba,22,6,44
365,Mantenimiento,2024-05-11,Planta Separadora,Tanque,18,2,54
365,Mantenimiento,2024-09-13,Planta Eléctrica Loma,Filtro,7,0,21
366,Logística,2024-09-16,Refinería VacaMuerta,Válvula,21,7,42
366,Logística,2024-01-04,Planta Separadora,Tanque,6,0,18
366,Logística,2024-04-05,Planta Separadora,Tubería,30,10,90
366,Logística,2024-10-16,Gasoducto Sur,Válvula,16,2,64
366,Logística,2024-11-09,Planta Eléctrica Loma,Bomba,12,2,36
367,Mantenimiento,2024-11-06,Gasoducto Sur,Tanque,14,1,56
367,Mantenimiento,2024-02-06,Refinería VacaMuerta,Tanque,27,2,54
368,Seguridad,2024-09-05,Refinería VacaMuerta,Tubería,29,3,58
368,Seguridad,2024-02-25,Gasoducto Sur,Tubería,23,2,46
368,Seguridad,2024-04-20,Planta Eléctrica Loma,Válvula,12,4,48
368,Seguridad,2024-02-06,Planta Separadora,Tanque,8,1,40
369,Mantenimiento,2024-02-10,Gasoducto Sur,Tubería,11,1,44
369,Mantenimiento,2024-10-03,Gasoducto Sur,Bomba,29,9,87
369,Mantenimiento,2024-01-10,Gasoducto Sur,Tanque,21,4,84
369,Mantenimiento,2024-08-27,Gasoducto Sur,Filtro,5,0,20
370,Seguridad,2024-12-05,Planta Eléctrica Loma,Tanque,18,4,36
370,Seguridad,2024-01-02,Planta Eléctrica Loma,Bomba,30,10,150
370,Seguridad,2024-08-09,Gasoducto Sur,Válvula,11,0,33
371,Producción,2024-10-16,Gasoducto Sur,Válvula,19,2,76
371,Producción,2024-01-13,Gasoducto Sur,Tubería,26,8,78
371,Producción,2024-04-12,Gasoducto Sur,Tanque,15,4,75
371,Producción,2024-03-26,Planta Eléctrica Loma,Tanque,23,6,92
372,Mantenimiento,2024-04-22,Gasoducto Sur,Bomba,26,1,78
372,Mantenimiento,2024-06-20,Oleoducto Andino,Tubería,17,2,85
372,Mantenimiento,2024-03-20,Refinería VacaMuerta,Bomba,6,0,18
372,Mantenimiento,2024-11-05,Refinería VacaMuerta,Tubería,19,1,38
373,Seguridad,2024-02-09,Refinería VacaMuerta,Filtro,10,1,30
373,Seguridad,2024-11-12,Refinería VacaMuerta,Válvula,5,1,20
373,Seguridad,2024-02-07,Oleoducto Andino,Válvula,14,1,56
373,Seguridad,2024-09-12,Planta Separadora,Filtro,6,1,30
373,Seguridad,2024-10-14,Planta Separadora,Tanque,29,4,58
374,Mantenimiento,2024-06-17,Gasoducto Sur,Filtro,8,0,16
374,Mantenimiento,2024-06-01,Oleoducto Andino,Tanque,17,4,85
374,Mantenimiento,2024-12-26,Planta Eléctrica Loma,Tubería,17,2,85
374,Mantenimiento,2024-01-01,Refinería VacaMuerta,Filtro,24,5,72
374,Mantenimiento,2024-07-08,Planta Separadora,Válvula,12,0,60
375,Perforación,2024-01-23,Refinería VacaMuerta,Bomba,10,3,30
375,Perforación,2024-04-12,Oleoducto Andino,Filtro,14,3,70
375,Perforación,2024-10-28,Oleoducto Andino,Filtro,5,1,10
375,Perforación,2024-10-02,Oleoducto Andino,Filtro,22,5,88
376,Producción,2024-01-09,Planta Eléctrica Loma,Tubería,10,1,40
376,Producción,2024-10-28,Oleoducto Andino,Filtro,21,1,63
376,Producción,2024-06-20,Gasoducto Sur,Válvula,16,5,64
376,Producción,2024-01-04,Planta Eléctrica Loma,Válvula,25,8,50
376,Producción,2024-05-23,Planta Eléctrica Loma,Tanque,16,2,32
377,Perforación,2024-02-10,Oleoducto Andino,Tanque,15,2,30
377,Perforación,2024-06-10,Planta Separadora,Filtro,15,0,45
377,Perforación,2024-02-10,Planta Separadora,Tanque,20,6,100
377,Perforación,2024-07-20,Gasoducto Sur,Filtro,15,5,60
377,Perforación,2024-09-17,Planta Eléctrica Loma,Bomba,23,7,46
378,Seguridad,2024-04-07,Oleoducto Andino,Tubería,14,2,56
378,Seguridad,2024-01-13,Refinería VacaMuerta,Válvula,20,5,100
378,Seguridad,2024-03-22,Oleoducto Andino,Bomba,26,6,78
379,Logística,2024-03-20,Refinería VacaMuerta,Tanque,12,4,60
379,Logística,2024-06-18,Gasoducto Sur,Tubería,30,6,60
379,Logística,2024-08-01,Planta Separadora,Válvula,8,1,32
379,Logística,2024-03-13,Gasoducto Sur,Tubería,18,0,54
380,Perforación,2024-10-20,Gasoducto Sur,Tubería,14,1,70
380,Perforación,2024-03-03,Planta Eléctrica Loma,Tubería,10,1,20
380,Perforación,2024-08-01,Planta Separadora,Válvula,29,8,145
380,Perforación,2024-07-17,Refinería VacaMuerta,Tanque,24,3,96
380,Perforación,2024-11-06,Refinería VacaMuerta,Filtro,20,2,40
381,Producción,2024-01-08,Oleoducto Andino,Tubería,30,5,60
381,Producción,2024-04-11,Gasoducto Sur,Tubería,28,2,112
381,Producción,2024-11-03,Planta Separadora,Filtro,30,4,60
381,Producción,2024-06-26,Gasoducto Sur,Válvula,29,3,145
381,Producción,2024-12-11,Planta Eléctrica Loma,Filtro,7,1,21
382,Mantenimiento,2024-12-23,Oleoducto Andino,Tanque,12,1,36
382,Mantenimiento,2024-05-17,Gasoducto Sur,Filtro,28,5,56
383,Seguridad,2024-06-25,Gasoducto Sur,Filtro,11,1,55
383,Seguridad,2024-04-11,Planta Eléctrica Loma,Tanque,25,6,125
383,Seguridad,2024-12-03,Refinería VacaMuerta,Tanque,19,0,38
384,Logística,2024-08-15,Gasoducto Sur,Válvula,27,6,108
384,Logística,2024-11-07,Gasoducto Sur,Filtro,20,2,40
384,Logística,2024-09-16,Gasoducto Sur,Filtro,9,0,36
385,Logística,2024-01-02,Refinería VacaMuerta,Tubería,5,0,25
385,Logística,2024-09-02,Gasoducto Sur,Bomba,5,1,25
386,Mantenimiento,2024-10-09,Gasoducto Sur,Tubería,16,2,80
386,Mantenimiento,2024-09-01,Oleoducto Andino,Válvula,21,1,42
387,Mantenimiento,2024-07-05,Gasoducto Sur,Filtro,11,2,22
387,Mantenimiento,2024-04-15,Planta Separadora,Tanque,9,2,45
388,Mantenimiento,2024-04-13,Refinería VacaMuerta,Tanque,5,1,15
388,Mantenimiento,2024-11-08,Oleoducto Andino,Bomba,5,1,25
388,Mantenimiento,2024-09-20,Gasoducto Sur,Tanque,21,2,84
388,Mantenimiento,2024-08-14,Planta Separadora,Válvula,18,3,72
388,Mantenimiento,2024-12-11,Oleoducto Andino,Tanque,14,1,42
389,Seguridad,2024-03-01,Planta Separadora,Válvula,16,5,64
389,Seguridad,2024-07-13,Refinería VacaMuerta,Tanque,18,4,36
389,Seguridad,2024-05-18,Refinería VacaMuerta,Tanque,25,7,75
389,Seguridad,2024-07-27,Gasoducto Sur,Tanque,26,4,52
390,Producción,2024-09-23,Oleoducto Andino,Bomba,15,3,75
390,Producción,2024-10-11,Refinería VacaMuerta,Válvula,21,1,42
390,Producción,2024-11-09,Planta Separadora,Filtro,19,6,76
390,Producción,2024-08-15,Planta Eléctrica Loma,Tanque,28,1,56
391,Seguridad,2024-10-07,Planta Eléctrica Loma,Válvula,25,3,50
391,Seguridad,2024-07-08,Refinería VacaMuerta,Tanque,5,0,10
391,Seguridad,2024-12-15,Refinería VacaMuerta,Filtro,25,5,50
392,Seguridad,2024-02-05,Planta Eléctrica Loma,Bomba,5,0,10
392,Seguridad,2024-10-12,Planta Separadora,Tubería,18,0,90
393,Seguridad,2024-10-25,Planta Separadora,Tanque,30,2,120
393,Seguridad,2024-06-06,Planta Eléctrica Loma,Tanque,23,2,46
394,Perforación,2024-09-26,Gasoducto Sur,Tanque,19,5,95
394,Perforación,2024-06-22,Refinería VacaMuerta,Filtro,21,3,84
395,Perforación,2024-10-24,Planta Separadora,Válvula,29,4,116
395,Perforación,2024-01-19,Planta Eléctrica Loma,Tubería,25,2,100
395,Perforación,2024-04-17,Refinería VacaMuerta,Bomba,5,1,20
395,Perforación,2024-05-05,Oleoducto Andino,Filtro,6,2,18
395,Perforación,2024-03-19,Planta Separadora,Válvula,22,5,110
396,Logística,2024-04-16,Planta Eléctrica Loma,Filtro,10,0,20
396,Logística,2024-06-06,Oleoducto Andino,Tubería,30,1,60
396,Logística,2024-06-27,Gasoducto Sur,Bomba,17,3,68
396,Logística,2024-03-14,Refinería VacaMuerta,Tubería,12,1,24
396,Logística,2024-06-16,Planta Separadora,Filtro,12,0,24
397,Logística,2024-05-20,Planta Separadora,Tubería,30,9,90
397,Logística,2024-05-17,Gasoducto Sur,Tubería,12,2,24
398,Producción,2024-09-23,Refinería VacaMuerta,Filtro,13,1,52
398,Producción,2024-11-01,Refinería VacaMuerta,Válvula,13,0,39
398,Producción,2024-07-23,Planta Separadora,Válvula,7,2,14
398,Producción,2024-12-03,Gasoducto Sur,Tanque,17,1,85
398,Producción,2024-12-15,Gasoducto Sur,Filtro,28,8,140
399,Producción,2024-03-09,Oleoducto Andino,Tubería,30,4,60
399,Producción,2024-06-08,Refinería VacaMuerta,Válvula,25,7,125
399,Producción,2024-04-09,Planta Separadora,Bomba,11,3,33
399,Producción,2024-05-20,Oleoducto Andino,Válvula,13,0,26
400,Perforación,2024-10-11,Gasoducto Sur,Filtro,20,2,40
400,Perforación,2024-11-16,Refinería VacaMuerta,Tubería,13,0,26
400,Perforación,2024-03-27,Planta Eléctrica Loma,Filtro,22,3,88
400,Perforación,2024-04-23,Planta Eléctrica Loma,Filtro,26,3,52
400,Perforación,2024-10-05,Planta Eléctrica Loma,Bomba,30,10,150
401,Perforación,2024-09-28,Planta Eléctrica Loma,Filtro,21,3,105
401,Perforación,2024-12-02,Planta Separadora,Filtro,22,1,66
401,Perforación,2024-08-14,Planta Separadora,Bomba,20,3,60
401,Perforación,2024-11-13,Planta Separadora,Válvula,21,4,63
401,Perforación,2024-05-11,Gasoducto Sur,Bomba,26,6,130
402,Producción,2024-11-20,Planta Eléctrica Loma,Tanque,27,8,108
402,Producción,2024-06-27,Planta Eléctrica Loma,Tubería,10,2,20
403,Mantenimiento,2024-11-07,Planta Eléctrica Loma,Filtro,6,1,12
403,Mantenimiento,2024-04-23,Oleoducto Andino,Tanque,18,5,36
403,Mantenimiento,2024-08-15,Gasoducto Sur,Válvula,14,4,42
404,Seguridad,2024-09-09,Oleoducto Andino,Bomba,9,3,27
404,Seguridad,2024-05-16,Planta Separadora,Tubería,24,3,120
404,Seguridad,2024-01-28,Planta Separadora,Tubería,15,1,75
404,Seguridad,2024-06-23,Refinería VacaMuerta,Tubería,26,8,52
405,Logística,2024-10-04,Planta Separadora,Tubería,8,2,24
405,Logística,2024-01-27,Gasoducto Sur,Tanque,28,0,112
405,Logística,2024-03-07,Planta Eléctrica Loma,Tubería,29,9,145
405,Logística,2024-12-12,Planta Separadora,Tanque,19,0,95
405,Logística,2024-09-27,Planta Separadora,Válvula,17,1,85
406,Logística,2024-11-03,Planta Eléctrica Loma,Tanque,7,2,28
406,Logística,2024-08-06,Gasoducto Sur,Filtro,17,4,34
406,Logística,2024-03-02,Planta Eléctrica Loma,Filtro,25,2,50
406,Logística,2024-01-22,Oleoducto Andino,Tanque,14,4,56
407,Producción,2024-03-10,Planta Eléctrica Loma,Tubería,12,2,60
407,Producción,2024-03-28,Refinería VacaMuerta,Tubería,19,3,76
407,Producción,2024-02-01,Planta Eléctrica Loma,Filtro,26,7,52
407,Producción,2024-12-22,Planta Separadora,Filtro,26,0,78
408,Perforación,2024-06-11,Planta Separadora,Tanque,23,0,46
408,Perforación,2024-02-01,Planta Separadora,Tubería,15,3,60
409,Seguridad,2024-12-26,Oleoducto Andino,Tanque,10,2,50
409,Seguridad,2024-10-02,Planta Eléctrica Loma,Tanque,5,0,20
409,Seguridad,2024-11-21,Oleoducto Andino,Bomba,12,4,24
409,Seguridad,2024-09-12,Planta Separadora,Válvula,14,3,70
410,Perforación,2024-02-12,Planta Separadora,Válvula,7,1,14
410,Perforación,2024-11-24,Planta Eléctrica Loma,Válvula,19,0,95
410,Perforación,2024-02-15,Refinería VacaMuerta,Tubería,30,5,150
410,Perforación,2024-06-28,Planta Eléctrica Loma,Tanque,12,0,48
410,Perforación,2024-10-05,Planta Separadora,Filtro,17,4,34
411,Perforación,2024-02-07,Oleoducto Andino,Tanque,26,3,104
411,Perforación,2024-12-12,Planta Separadora,Bomba,5,0,10
412,Seguridad,2024-12-26,Planta Eléctrica Loma,Bomba,13,1,65
412,Seguridad,2024-06-08,Planta Separadora,Tubería,29,1,145
413,Producción,2024-05-19,Planta Separadora,Bomba,19,0,57
413,Producción,2024-02-01,Oleoducto Andino,Tanque,15,3,30
413,Producción,2024-01-11,Oleoducto Andino,Tubería,26,2,104
414,Producción,2024-09-17,Planta Separadora,Tanque,30,1,120
414,Producción,2024-03-22,Oleoducto Andino,Tubería,21,4,42
414,Producción,2024-03-10,Oleoducto Andino,Tanque,27,2,54
414,Producción,2024-12-01,Refinería VacaMuerta,Filtro,24,5,72
414,Producción,2024-02-24,Refinería VacaMuerta,Tanque,15,2,45
415,Seguridad,2024-04-24,Gasoducto Sur,Válvula,27,8,54
415,Seguridad,2024-01-01,Planta Separadora,Bomba,5,0,20
416,Producción,2024-06-14,Refinería VacaMuerta,Bomba,6,2,18
416,Producción,2024-06-03,Gasoducto Sur,Válvula,12,3,24
416,Producción,2024-07-12,Gasoducto Sur,Tubería,30,9,120
417,Perforación,2024-01-18,Oleoducto Andino,Válvula,7,0,14
417,Perforación,2024-03-19,Refinería VacaMuerta,Filtro,13,0,26
417,Perforación,2024-02-09,Planta Separadora,Bomba,28,5,140
418,Producción,2024-10-09,Planta Eléctrica Loma,Bomba,19,2,57
418,Producción,2024-01-22,Refinería VacaMuerta,Tubería,10,0,50
418,Producción,2024-02-22,Planta Separadora,Filtro,29,1,116
418,Producción,2024-12-10,Planta Eléctrica Loma,Válvula,27,0,54
419,Seguridad,2024-05-11,Planta Eléctrica Loma,Bomba,16,4,80
419,Seguridad,2024-02-19,Oleoducto Andino,Filtro,10,0,40
419,Seguridad,2024-02-24,Planta Separadora,Filtro,13,3,52
419,Seguridad,2024-09-07,Gasoducto Sur,Tanque,10,0,40
420,Logística,2024-05-27,Planta Separadora,Filtro,20,3,100
420,Logística,2024-01-23,Refinería VacaMuerta,Bomba,25,7,75
421,Perforación,2024-08-08,Gasoducto Sur,Filtro,6,2,30
421,Perforación,2024-12-12,Gasoducto Sur,Tubería,10,1,40
421,Perforación,2024-02-04,Planta Separadora,Tanque,26,3,52
421,Perforación,2024-03-19,Planta Eléctrica Loma,Filtro,26,6,104
422,Seguridad,2024-01-17,Gasoducto Sur,Tanque,19,6,76
422,Seguridad,2024-09-10,Gasoducto Sur,Filtro,27,5,54
422,Seguridad,2024-02-28,Oleoducto Andino,Tubería,23,0,46
423,Seguridad,2024-09-06,Planta Separadora,Tubería,9,2,45
423,Seguridad,2024-06-04,Refinería VacaMuerta,Válvula,24,8,96
423,Seguridad,2024-03-24,Planta Eléctrica Loma,Bomba,11,1,33
423,Seguridad,2024-06-11,Refinería VacaMuerta,Tubería,27,7,108
423,Seguridad,2024-03-07,Planta Separadora,Filtro,8,0,16
424,Logística,2024-09-27,Gasoducto Sur,Tubería,28,5,84
424,Logística,2024-11-09,Oleoducto Andino,Tanque,8,1,24
425,Seguridad,2024-08-28,Oleoducto Andino,Bomba,5,0,20
425,Seguridad,2024-10-26,Planta Eléctrica Loma,Tanque,11,1,44
425,Seguridad,2024-01-13,Planta Separadora,Tanque,11,3,22
425,Seguridad,2024-12-15,Refinería VacaMuerta,Válvula,10,3,40
425,Seguridad,2024-05-02,Gasoducto Sur,Tubería,16,0,48
426,Seguridad,2024-06-26,Refinería VacaMuerta,Filtro,8,2,40
426,Seguridad,2024-02-20,Gasoducto Sur,Tubería,26,7,104
427,Seguridad,2024-08-06,Refinería VacaMuerta,Válvula,22,4,66
427,Seguridad,2024-06-05,Planta Eléctrica Loma,Válvula,8,1,16
427,Seguridad,2024-02-08,Refinería VacaMuerta,Bomba,20,5,80
427,Seguridad,2024-01-25,Refinería VacaMuerta,Tubería,12,1,48
427,Seguridad,2024-07-07,Oleoducto Andino,Filtro,8,0,40
428,Mantenimiento,2024-04-15,Planta Separadora,Bomba,17,1,68
428,Mantenimiento,2024-11-10,Planta Separadora,Válvula,13,0,65
428,Mantenimiento,2024-06-09,Planta Separadora,Tubería,21,2,84
428,Mantenimiento,2024-04-04,Planta Eléctrica Loma,Filtro,17,5,85
428,Mantenimiento,2024-05-17,Oleoducto Andino,Tubería,11,1,33
429,Mantenimiento,2024-02-19,Oleoducto Andino,Tubería,8,1,16
429,Mantenimiento,2024-12-15,Refinería VacaMuerta,Tubería,7,1,35
430,Logística,2024-07-09,Oleoducto Andino,Tanque,14,0,56
430,Logística,2024-07-04,Planta Eléctrica Loma,Bomba,20,3,100
430,Logística,2024-03-01,Gasoducto Sur,Válvula,21,5,63
430,Logística,2024-04-21,Planta Separadora,Tubería,17,2,68
430,Logística,2024-07-07,Refinería VacaMuerta,Tubería,7,1,14
431,Perforación,2024-08-12,Planta Separadora,Tubería,7,2,21
431,Perforación,2024-03-15,Oleoducto Andino,Válvula,14,4,28
431,Perforación,2024-09-21,Planta Eléctrica Loma,Bomba,27,1,54
432,Mantenimiento,2024-10-07,Planta Separadora,Bomba,22,2,110
432,Mantenimiento,2024-05-28,Gasoducto Sur,Filtro,19,1,76
432,Mantenimiento,2024-07-25,Planta Separadora,Bomba,17,2,85
432,Mantenimiento,2024-03-17,Planta Eléctrica Loma,Tanque,20,2,60
433,Seguridad,2024-12-21,Refinería VacaMuerta,Válvula,10,2,30
433,Seguridad,2024-03-05,Planta Separadora,Bomba,20,6,80
433,Seguridad,2024-06-06,Planta Eléctrica Loma,Válvula,18,5,72
434,Mantenimiento,2024-06-22,Refinería VacaMuerta,Tanque,11,0,44
434,Mantenimiento,2024-03-04,Planta Eléctrica Loma,Bomba,9,1,45
434,Mantenimiento,2024-08-13,Gasoducto Sur,Tubería,30,1,90
435,Producción,2024-10-12,Planta Eléctrica Loma,Bomba,15,4,60
435,Producción,2024-04-20,Planta Separadora,Tubería,21,1,105
435,Producción,2024-08-20,Refinería VacaMuerta,Tanque,24,2,96
435,Producción,2024-04-27,Oleoducto Andino,Bomba,11,2,22
435,Producción,2024-09-01,Planta Separadora,Tanque,16,0,80
436,Perforación,2024-10-02,Refinería VacaMuerta,Filtro,20,4,100
436,Perforación,2024-01-24,Oleoducto Andino,Válvula,13,4,26
437,Logística,2024-06-28,Gasoducto Sur,Bomba,26,2,104
437,Logística,2024-02-21,Refinería VacaMuerta,Bomba,21,6,63
437,Logística,2024-10-18,Planta Separadora,Bomba,27,4,135
437,Logística,2024-02-22,Planta Separadora,Filtro,14,4,28
437,Logística,2024-11-16,Refinería VacaMuerta,Válvula,16,3,32
438,Seguridad,2024-04-04,Oleoducto Andino,Bomba,24,3,120
438,Seguridad,2024-07-25,Gasoducto Sur,Tubería,5,1,10
438,Seguridad,2024-10-20,Refinería VacaMuerta,Válvula,5,0,15
438,Seguridad,2024-07-10,Gasoducto Sur,Bomba,17,4,85
438,Seguridad,2024-11-05,Oleoducto Andino,Tanque,23,2,69
439,Producción,2024-12-22,Planta Eléctrica Loma,Tubería,24,7,48
439,Producción,2024-11-02,Planta Separadora,Tubería,10,1,20
440,Producción,2024-01-08,Refinería VacaMuerta,Filtro,15,4,30
440,Producción,2024-10-24,Planta Eléctrica Loma,Válvula,19,3,57
440,Producción,2024-12-19,Gasoducto Sur,Válvula,23,1,69
441,Perforación,2024-12-25,Gasoducto Sur,Tanque,26,8,52
441,Perforación,2024-11-12,Oleoducto Andino,Bomba,16,2,48
442,Mantenimiento,2024-01-06,Oleoducto Andino,Tanque,10,3,30
442,Mantenimiento,2024-09-09,Oleoducto Andino,Bomba,8,2,16
443,Producción,2024-09-13,Oleoducto Andino,Tanque,15,5,75
443,Producción,2024-06-14,Planta Eléctrica Loma,Filtro,25,7,100
443,Producción,2024-05-06,Planta Eléctrica Loma,Bomba,19,5,95
443,Producción,2024-02-21,Oleoducto Andino,Filtro,11,1,55
444,Seguridad,2024-08-25,Planta Eléctrica Loma,Tanque,24,8,72
444,Seguridad,2024-12-01,Gasoducto Sur,Tanque,22,0,88
444,Seguridad,2024-07-22,Gasoducto Sur,Filtro,28,4,140
444,Seguridad,2024-12-15,Planta Separadora,Filtro,6,1,30
445,Seguridad,2024-12-26,Planta Separadora,Bomba,23,4,69
445,Seguridad,2024-10-11,Gasoducto Sur,Válvula,6,2,30
446,Producción,2024-03-25,Planta Eléctrica Loma,Tubería,24,3,96
446,Producción,2024-08-16,Planta Separadora,Tanque,20,4,100
447,Perforación,2024-04-16,Oleoducto Andino,Tanque,14,0,42
447,Perforación,2024-10-14,Planta Separadora,Tanque,17,2,51
448,Perforación,2024-04-27,Gasoducto Sur,Bomba,17,3,68
448,Perforación,2024-04-22,Planta Separadora,Bomba,5,0,15
448,Perforación,2024-07-01,Gasoducto Sur,Bomba,7,2,14
449,Logística,2024-10-25,Planta Eléctrica Loma,Bomba,25,1,100
449,Logística,2024-11-07,Planta Eléctrica Loma,Filtro,7,2,28
449,Logística,2024-04-03,Planta Separadora,Tubería,7,2,28
450,Perforación,2024-10-14,Oleoducto Andino,Tanque,24,6,120
450,Perforación,2024-12-25,Planta Separadora,Tanque,22,6,66
451,Producción,2024-11-12,Planta Eléctrica Loma,Tubería,18,6,72
